シェル,画面,ボタン名称,背景色,文字色,枠色
HIA総合管理,[緑] 検査マスタ,未設定,#f1f5f9,#64748b,#cbd5e1
HIA総合管理,[緑] 検査マスタ,未設定,#f1f5f9,#64748b,#cbd5e1
HIA総合管理,[緑] 検査マスタ,設定済,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 検査マスタ,未設定,#f1f5f9,#64748b,#cbd5e1
HIA総合管理,[緑] 検査マスタ,未設定,#f1f5f9,#64748b,#cbd5e1
HIA総合管理,[緑] 検査マスタ,設定済,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 検査マスタ,未設定,#f1f5f9,#64748b,#cbd5e1
HIA総合管理,[緑] 検査マスタ,未設定,#f1f5f9,#64748b,#cbd5e1
HIA総合管理,[緑] 検査マスタ,設定済,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 検査マスタ,未設定,#f1f5f9,#64748b,#cbd5e1
HIA総合管理,[緑] 検査マスタ,未設定,#f1f5f9,#64748b,#cbd5e1
HIA総合管理,[緑] OID結果マスタ,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] OID結果マスタ,新規作成,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] OID結果マスタ,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] OID結果マスタ,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 検査マスタ 編集・新規作成,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 検査マスタ 編集・新規作成,項目追加,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] 検査マスタ 編集・新規作成,登録,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] 条件・金額 編集,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 条件・金額 編集,項目追加,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] 条件・金額 編集,更新,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] 判定マスタ 編集,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 判定マスタ 編集,項目追加,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] 判定マスタ 編集,更新,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] インフル補助設定,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] インフル補助設定,補助設定一覧,#ffffff,#2f4f4f,#e8edf2
HIA総合管理,[緑] インフル補助設定,加入者情報アップロード,#ffffff,#888888,#e8edf2
HIA総合管理,[緑] インフル補助設定,医療機関インフル手数料,#ffffff,#888888,#e8edf2
HIA総合管理,[緑] インフル補助設定,新規作成,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] インフル補助設定,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] インフル補助設定,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] インフル補助設定,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] インフル補助設定,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] インフル補助設定,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] インフル補助設定,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] インフル補助設定,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] インフル補助設定,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] インフル補助設定,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] インフル補助設定,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] インフル補助設定,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] インフル補助設定,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] インフル補助設定,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] インフル補助設定,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] メール設定,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] チャットボット管理,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] ナレッジベース管理,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] ナレッジベース管理,検索,#e8f0fb,#2563b0,transparent
HIA総合管理,[緑] ナレッジベース管理,ドキュメント一覧,#00a99d,#ffffff,transparent
HIA総合管理,[緑] ナレッジベース管理,ドキュメント一覧,#00a99d,#ffffff,transparent
HIA総合管理,[緑] ナレッジベース管理,< 前へ,#ffffff,#666666,#cccccc
HIA総合管理,[緑] ナレッジベース管理,1,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] ナレッジベース管理,次へ >,#ffffff,#666666,#cccccc
HIA総合管理,[緑] アカウント管理,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 機能制御,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] マイアカウント,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 操作ログ管理,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 企業情報,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 事業所情報,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 部署情報,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 加入者情報,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 判定グループ,戻る,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 企業情報 一覧,一括インポート,#ffffff,#4a5568,#e2e8f0
HIA総合管理,[緑] 企業情報 一覧,企業を登録する,#15803d,#ffffff,#15803d
HIA総合管理,[緑] 企業情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 企業情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 企業情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 企業情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 企業情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 企業情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 企業情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 企業情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 企業情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 企業情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 企業の登録,キャンセル,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 企業の登録,登録,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] 事業所情報 一覧,一括インポート,#ffffff,#4a5568,#e2e8f0
HIA総合管理,[緑] 事業所情報 一覧,事業所を登録する,#15803d,#ffffff,#15803d
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 事業所の登録,キャンセル,#ffffff,#666666,#cccccc
HIA総合管理,[緑] 事業所の登録,登録,#2f4f4f,#ffffff,#2f4f4f
HIA総合管理,[緑] 部署情報 一覧,一括インポート,#ffffff,#4a5568,#e2e8f0
HIA総合管理,[緑] 部署情報 一覧,部署を登録する,#15803d,#ffffff,#15803d
HIA総合管理,[緑] 部署情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 部署情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 部署情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
HIA総合管理,[緑] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA総合管理,[緑] 部署情報 一覧,編集,#e8f4ec,#15803d,#e8f4ec
